2020-10-04,201902.0
2020-10-05,202233.0
2020-10-06,202846.0
2020-10-07,203775.0
2020-10-08,204754.0
2020-10-09,205668.0
2020-10-10,206358.0
2020-10-11,206830.0
2020-10-12,207114.0
2020-10-13,207832.0
2020-10-14,208633.0
2020-10-15,209561.0
2020-10-16,210452.0
2020-10-17,211232.0
2020-10-18,211637.0
2020-10-19,212080.0
2020-10-20,212913.0
2020-10-21,213964.0
2020-10-22,215058.0
2020-10-23,216007.0
2020-10-24,216903.0
2020-10-25,217294.0
2020-10-26,217691.0
2020-10-27,218613.0
2020-10-28,219660.0
2020-10-29,220720.0
2020-10-30,221667.0
2020-10-31,222625.0
2020-11-01,223035.0
2020-11-02,223510.0
2020-11-03,225027.0
2020-11-04,226158.0
2020-11-05,227312.0
2020-11-06,228497.0
2020-11-07,229622.0
2020-11-08,230135.0
2020-11-09,230712.0
2020-11-10,232070.0
2020-11-11,233647.0
2020-11-12,234759.0
2020-11-13,236060.0
2020-11-14,237413.0
2020-11-15,238125.0
2020-11-16,238732.0
2020-11-17,240285.0
2020-11-18,242170.0
2020-11-19,244180.0
2020-11-20,246090.0
2020-11-21,247641.0
2020-11-22,248564.0
2020-11-23,249417.0
2020-11-24,251508.0
2020-11-25,253789.0
2020-11-26,255181.0
2020-11-27,256585.0
2020-11-28,257828.0
2020-11-29,258653.0
2020-11-30,259690.0
2020-12-01,262179.0
2020-12-02,264990.0
2020-12-03,267812.0
2020-12-04,270375.0
2020-12-05,272861.0
2020-12-06,274024.0
2020-12-07,275315.0
2020-12-08,277995.0
2020-12-09,281164.0
2020-12-10,284296.0
2020-12-11,287043.0
2020-12-12,289540.0
2020-12-13,291041.0
2020-12-14,292398.0
2020-12-15,295322.0
2020-12-16,298775.0
2020-12-17,302240.0
2020-12-18,305106.0
2020-12-19,307814.0
2020-12-20,309482.0
2020-12-21,310962.0
2020-12-22,314099.0
2020-12-23,317492.0
2020-12-24,320450.0
2020-12-25,322003.0
2020-12-26,323429.0
2020-12-27,324826.0
